0,-41,26,49,10,-32,524,525,0
0,-41,26,49,3,-29,523,524,0
0,-41,26,49,14,-27,-37,48,0
-24,-10,31,40,0,-41,-5,41,0
-24,-10,31,40,-1512,-34,-9,1512,0
-24,-10,31,40,9,-38,-6,40,0
-29,-36,11,48,12,-33,531,532,0
-29,-36,11,48,-1518,-31,-22,1518,0
-29,-36,11,48,-1508,-54,-5,1509,0
2,47,-22,52,-4,-31,-7,32,0
2,-2,79,79,-4,-31,-7,32,0
-7,-48,1,49,14,-33,522,523,0
-7,-48,1,49,3,-30,-4,30,0
-7,-48,1,49,10,-37,529,530,0
-23,-26,11,36,3,-17,543,543,0
-23,-26,11,36,-7,-1,-28,29,0
-23,-26,11,36,3,-14,2,14,0
-10,-3,-11,15,12,3,-28,31,0
-10,-3,-11,15,-2,-12,-9,15,0
-10,10,-14,20,-2,-12,-9,15,0
-5,-2,-3,6,-2,-12,-9,15,0
-5,-2,-3,6,5,1,-21,22,0
-14,-4,8,17,5,1,-21,22,0
-14,-4,8,17,-1,5,-3,6,0
-6,-20,25,33,-1,5,-3,6,0
-6,-20,25,33,10,-9,-18,22,0
-13,-17,6,22,10,-9,-18,22,0
-13,-17,6,22,-1,5,-26,26,0
-14,3,5,15,-1,5,-26,26,0
-14,3,5,15,5,0,-23,24,0
-8,-1,7,11,5,0,-23,24,0
14,20,5,25,5,0,-23,24,0
14,20,5,25,-11,26,-28,40,0
-7,3,9,12,-11,26,-28,40,0
-7,3,9,12,0,-10,-3,10,0
2,8,20,22,0,-10,-3,10,0
2,8,20,22,-3,0,-22,22,0
-14,-6,0,15,-3,0,-22,22,0
-14,-6,0,15,7,3,-4,9,0
-10,20,9,24,7,3,-4,9,0
-10,20,9,24,7,4,1,8,0
-15,5,15,22,7,4,1,8,0
-15,5,15,22,-1509,-55,527,1599,0
-19,-62,5,65,-1509,-55,527,1599,0
-19,-62,5,65,-1494,-49,-15,1495,0
-27,-35,-4,44,11,-52,533,536,0
-27,-35,-4,44,3,-40,522,524,0
-25,-34,3,42,3,-40,522,524,0
-25,-34,3,42,14,-54,-9,57,0
-1,-12,29,31,-1516,-35,-9,1516,0
-1,-12,29,31,-1511,-32,-28,1512,0
2,-27,-18,33,-1511,-32,-28,1512,0
2,-27,-18,33,1,-20,-5,21,0
-7,-23,15,28,1,-20,-5,21,0
-13,-31,25,42,1,-20,-5,21,0
-13,-31,25,42,12,-17,524,524,0
-8,-11,5,14,12,-17,524,524,0
-8,-11,5,14,-11,-11,-21,26,0
-14,-9,14,22,-11,-11,-21,26,0
-14,-9,14,22,-4,-9,-4,11,0
-15,-28,18,37,-4,-9,-4,11,0
-15,-28,18,37,2,-21,-25,33,0
-4,-22,22,31,2,-21,-25,33,0
-4,-22,22,31,0,-8,528,528,0
-24,-25,8,36,0,-8,528,528,0
-17,-16,24,33,0,-8,528,528,0
-17,-16,24,33,8,-20,5,22,0
-3,-18,10,21,8,-20,5,22,0
-3,-18,10,21,14,-14,-18,27,0
-12,-10,-12,20,14,-14,-18,27,0
-12,-10,-12,20,10,-10,529,529,0
-7,-14,22,27,10,-10,529,529,0
-7,-14,22,27,4,-23,526,527,0
-11,-26,38,47,4,-23,526,527,0
-11,-26,38,47,8,-20,5,22,0
-9,-34,-1,35,8,-20,5,22,0
-15,-17,-8,24,8,-20,5,22,0
-15,-17,-8,24,5,-13,-23,27,0
-3,-17,32,36,5,-13,-23,27,0
-3,-17,32,36,0,-3,3,4,0
-5,-21,49,54,0,-3,3,4,0
-5,-21,49,54,10,-21,-4,24,0
0,-14,-6,15,10,-21,-4,24,0
0,-14,-6,15,4,-20,4,21,0
-7,-19,12,24,4,-20,4,21,0
-7,-19,12,24,5,-11,-3,12,0
-3,-28,3,28,5,-11,-3,12,0
-5,3,23,24,5,-11,-3,12,0
-5,3,23,24,7,-23,6,25,0
-10,-18,32,38,7,-23,6,25,0
-10,-18,32,38,-1518,-23,-1,1518,0
-3,-25,35,43,-1518,-23,-1,1518,0
-3,-25,35,43,9,-2,3,10,0
