4777,-1528,-2255,-414,0,10,2
4783,-1588,-2316,-414,0,10,2
4783,-1588,-2316,-422,-3,-6,2
36,-670,1175,-422,-3,-6,2
36,-670,1175,-432,-5,8,2
92,-730,1176,-432,-5,8,2
69,-720,1170,-432,-5,8,2
69,-720,1170,-421,-17,12,2
99,-736,1164,-421,-17,12,2
99,-736,1164,-411,-14,8,2
106,-744,1130,-411,-14,8,2
106,-744,1130,-414,-5,4,2
75,-1784,1144,-414,-5,4,2
75,-1784,1144,-417,-2,6,2
21,-742,1210,-417,-2,6,2
21,-742,1210,-420,-7,12,2
1,-748,1179,-420,-7,12,2
4790,-682,1187,-420,-7,12,2
4790,-682,1187,-425,-18,19,2
4782,-638,1176,-425,-18,19,2
4782,-638,1176,-417,-18,17,2
4750,-1600,1169,-417,-18,17,2
4750,-1600,1169,-420,-35,-19,2
115,-1592,1180,-420,-35,-19,2
115,-1592,1180,-421,-29,12,2
114,-1566,1148,-421,-29,12,2
114,-1566,1148,-428,-30,15,2
106,-1556,1138,-428,-30,15,2
83,-1540,1135,-428,-30,15,2
83,-1540,1135,-434,-31,1,2
4726,-1534,-2485,-434,-31,1,2
4726,-1534,-2485,-438,-34,13,2
4782,-716,-2575,-438,-34,13,2
4782,-716,-2575,-437,-45,15,2
4756,-646,-2571,-437,-45,15,2
4756,-646,-2571,-428,-42,4,2
4739,-1378,-2556,-428,-42,4,2
4739,-1378,-2556,-442,-25,-18,2
4792,-662,-2564,-442,-25,-18,2
4828,-716,-2576,-442,-25,-18,2
4828,-716,-2576,-431,-32,29,2
-6,-1572,1238,-431,-32,29,2
-6,-1572,1238,-431,-39,14,2
4844,-1522,-2589,-431,-39,14,2
4844,-1522,-2589,-431,-31,34,2
4817,-746,-2576,-431,-31,34,2
4817,-746,-2576,-426,-52,16,2
4796,-718,-2582,-426,-52,16,2
4796,-718,-2582,-437,-30,10,2
4726,-666,-2556,-437,-30,10,2
4726,-666,-2556,-423,-18,-4,2
4737,-662,-2551,-423,-18,-4,2
4751,-644,-2593,-423,-18,-4,2
4751,-644,-2593,-423,-39,21,2
4748,-630,-2564,-423,-39,21,2
4748,-630,-2564,-427,-48,33,2
4732,-1374,-2557,-427,-48,33,2
4732,-1374,-2557,69,-42,24,2
4753,-1368,1228,69,-42,24,2
4753,-1368,1228,-439,-35,15,2
4761,-674,-2562,-439,-35,15,2
4761,-674,-2562,-437,-39,37,2
86,-664,-2515,-437,-39,37,2
77,-658,-2522,-437,-39,37,2
77,-658,-2522,-437,-34,12,2
70,-654,-2496,-437,-34,12,2
70,-654,-2496,-432,-29,-3,2
29,-644,-2490,-432,-29,-3,2
29,-644,-2490,-416,-31,14,2
10,-636,1132,-416,-31,14,2
