-14,-32,15,-1522,-18,-22,0
-17,-25,-10,-1522,-18,-22,0
-17,-25,-10,-1,-14,-26,0
-12,-27,14,-1,-14,-26,0
-12,-27,14,-1511,-41,-36,0
-21,-42,23,-1511,-41,-36,0
-21,-42,23,-1526,-30,-26,0
-14,-15,21,-1526,-30,-26,0
-17,-41,30,-1526,-30,-26,0
-17,-41,30,-1522,-35,-4,0
-9,-18,18,-1522,-35,-4,0
-9,-18,18,-1522,-31,-24,0
-24,-27,36,-1522,-31,-24,0
-24,-27,36,-1524,-25,-37,0
-18,-29,9,-1524,-25,-37,0
-18,-29,9,2,-21,-41,0
-10,-4,14,2,-21,-41,0
-10,-4,14,-1523,-15,-34,0
-19,-25,20,-1523,-15,-34,0
-9,-22,8,-1523,-15,-34,0
-9,-22,8,-6,-17,-6,0
-7,-11,25,-6,-17,-6,0
-7,-11,25,-1530,-14,-34,0
0,-3,24,-1530,-14,-34,0
0,-3,24,3,-14,-27,0
6,5,31,3,-14,-27,0
6,5,31,0,-7,-48,0
-13,3,53,0,-7,-48,0
-13,3,53,-1517,-7,-15,0
-14,-17,20,-1517,-7,-15,0
-1,-10,1,-1517,-7,-15,0
-1,-10,1,-1525,27,-16,0
-11,-39,2,-1525,27,-16,0
-11,-39,2,-1525,-14,-29,0
-14,-35,5,-1525,-14,-29,0
-14,-35,5,-1514,-46,-28,0
-14,-57,9,-1514,-46,-28,0
-14,-57,9,-1524,-55,21,0
-17,-35,-4,-1524,-55,21,0
-10,-42,7,-1524,-55,21,0
-10,-42,7,-1525,-41,2,0
-25,-19,-23,-1525,-41,2,0
-25,-19,-23,-1529,-8,21,0
-2,-33,-20,-1529,-8,21,0
-2,-33,-20,-1526,-32,547,0
-21,-18,-6,-1526,-32,547,0
-21,-18,-6,-2,-8,5,0
-18,-10,8,-2,-8,5,0
-18,-10,8,-1514,-6,-9,0
-12,-40,26,-1514,-6,-9,0
-12,-40,26,-1526,2,23,0
-13,-21,9,-1526,2,23,0
-4,-8,3,-1526,2,23,0
-4,-8,3,-1530,-15,-3,0
-12,-30,1,-1530,-15,-3,0
-12,-30,1,-1530,-21,-24,0
-8,-24,-27,-1530,-21,-24,0
-8,-24,-27,-1529,-22,-5,0
-12,-22,15,-1529,-22,-5,0
-12,-22,15,-1525,-17,539,0
-4,-15,-17,-1525,-17,539,0
-4,-15,-17,-1518,-24,-12,0
-11,-14,12,-1518,-24,-12,0
-11,-26,1,-1518,-24,-12,0
-11,-26,1,1,-4,0,0
-14,-26,16,1,-4,0,0
-14,-26,16,3,-21,-13,0
5,-8,29,3,-21,-13,0
5,-8,29,-1518,-14,8,0
-18,-10,-3,-1518,-14,8,0
-18,-10,-3,3,3,-10,0
3,-4,-5,3,3,-10,0
3,-4,-5,-7,4,18,0
2,-20,-12,-7,4,18,0
-7,-17,-30,-7,4,18,0
-7,-17,-30,2,1,-20,0
-11,-19,7,2,1,-20,0
-11,-19,7,0,-6,1,0
-1,-26,12,0,-6,1,0
-1,-26,12,-9,-11,11,0
-24,-2,-6,-9,-11,11,0
-24,-2,-6,-7,-14,-19,0
7,-19,21,-7,-14,-19,0
7,-19,21,-1522,-17,-12,0
5,-24,24,-1522,-17,-12,0
5,-24,24,2,2,-17,0
-8,-16,7,2,2,-17,0
-2,-11,17,2,2,-17,0
-2,-11,17,-1525,8,-16,0
-9,1,6,-1525,8,-16,0
-9,1,6,4,16,-41,0
3,7,2,4,16,-41,0
3,7,2,-17,16,-24,0
5,-2,0,-17,16,-24,0
5,-2,0,0,25,-23,0
10,37,16,0,25,-23,0
10,37,16,-14,59,-17,0
-7,28,21,-14,59,-17,0
9,34,20,-14,59,-17,0
9,34,20,-16,50,-33,0
12,51,-2,-16,50,-33,0
12,51,-2,-16,41,-13,0
26,98,20,-16,41,-13,0
26,98,20,-35,140,-9,0
27,119,-13,-35,140,-9,0
27,119,-13,-42,-106,536,0
27,111,14,-42,-106,536,0
27,111,14,-25,111,-36,0
46,96,19,-25,111,-36,0
46,96,19,-30,129,-35,0
41,123,19,-30,129,-35,0
13,74,14,-30,129,-35,0
13,74,14,-7,95,2,0
24,80,9,-7,95,2,0
24,80,9,-25,102,-5,0
17,40,-1,-25,102,-5,0
17,40,-1,-14,50,-27,0
13,48,23,-14,50,-27,0
13,48,23,-35,75,6,0
26,64,14,-35,75,6,0
26,64,14,-23,76,-28,0
35,77,29,-23,76,-28,0
35,77,29,-14,99,-7,0
36,110,18,-14,99,-7,0
40,115,16,-14,99,-7,0
40,115,16,-28,122,5,0
37,104,-11,-28,122,5,0
37,104,-11,-23,105,-40,0
36,95,-3,-23,105,-40,0
36,95,-3,-18,102,1,0
30,102,-4,-18,102,1,0
30,102,-4,-21,103,-21,0
24,89,-12,-21,103,-21,0
24,89,-12,-30,106,546,0
42,98,-1,-30,106,546,0
26,88,-4,-30,106,546,0
26,88,-4,-31,94,-9,0
20,109,4,-31,94,-9,0
20,109,4,-35,109,11,0
20,77,5,-35,109,11,0
20,77,5,-23,104,-15,0
17,87,-5,-23,104,-15,0
17,87,-5,-16,96,18,0
23,90,-5,-16,96,18,0
23,90,-5,-36,106,14,0
30,95,-11,-36,106,14,0
30,95,-11,-24,115,15,0
33,103,4,-24,115,15,0
24,96,9,-24,115,15,0
24,96,9,-44,105,14,0
35,91,24,-44,105,14,0
35,91,24,-36,114,-5,0
40,94,-2,-36,114,-5,0
40,94,-2,-27,118,-13,0
43,120,-15,-27,118,-13,0
43,120,-15,-54,136,17,0
37,112,-19,-54,136,17,0
37,112,-19,-30,124,8,0
36,104,-21,-30,124,8,0
33,67,-4,-30,124,8,0
33,67,-4,-44,120,17,0
16,64,17,-44,120,17,0
16,64,17,-10,84,1,0
16,56,-4,-10,84,1,0
16,56,-4,-16,65,3,0
27,82,-16,-16,65,3,0
27,82,-16,-24,130,-28,0
30,79,7,-24,130,-28,0
30,79,7,-18,103,1,0
29,109,11,-18,103,1,0
29,109,11,-12,133,19,0
39,108,14,-12,133,19,0
34,110,-37,-12,133,19,0
34,110,-37,-38,136,540,0
53,99,-8,-38,136,540,0
53,99,-8,-14,133,539,0
37,115,-10,-14,133,539,0
37,115,-10,-19,123,20,0
31,111,-25,-19,123,20,0
31,111,-25,-33,137,6,0
43,115,-21,-33,137,6,0
43,115,-21,-29,134,10,0
46,123,10,-29,134,10,0
41,119,-12,-29,134,10,0
41,119,-12,-17,144,-27,0
43,129,9,-17,144,-27,0
43,129,9,-38,127,-6,0
33,119,-16,-38,127,-6,0
33,119,-16,-42,128,3,0
43,126,-5,-42,128,3,0
43,126,-5,-33,133,14,0
57,113,-16,-33,133,14,0
57,113,-16,-24,134,-5,0
48,133,-14,-24,134,-5,0
48,133,-14,-24,132,-1,0
34,126,-21,-24,132,-1,0
41,123,-13,-24,132,-1,0
41,123,-13,-34,137,6,0
36,134,-22,-34,137,6,0
36,134,-22,-18,-94,18,0
700,-36,-1451,-52,-6088,-783,1
712,17,-1449,-52,-6088,-783,1
713,-50,17,-52,-6088,-783,1
713,-50,17,112,1897,587,1
-47,16,-1461,112,1897,587,1
-47,16,-1461,-59,-64,271,1
-32,-68,0,-59,-64,271,1
-32,-68,0,803,551,625,1
-9,26,-1428,803,551,625,1
-9,26,-1428,-63,8,542,1
704,-57,25,-63,8,542,1
704,-57,25,844,-97,1805,1
705,17,-1443,844,-97,1805,1
-32,37,-1417,844,-97,1805,1
-32,37,-1417,-47,-6515,628,1
-21,-83,-7,-47,-6515,628,1
-21,-83,-7,99,-21,620,1
-10,39,-1436,99,-21,620,1
-10,39,-1436,-92,-64,574,1
699,-2,-1465,-92,-64,574,1
699,-2,-1465,-233,2350,537,1
704,-22,39,-233,2350,537,1
704,-22,39,-119,-67,-567,1
-33,52,-1407,-119,-67,-567,1
-35,-64,-11,-119,-67,-567,1
-35,-64,-11,-4,2185,2559,1
-31,51,-1392,-4,2185,2559,1
-31,51,-1392,-4329,-51,-774,1
-53,-16,-1448,-4329,-51,-774,1
-53,-16,-1448,-56,-66,631,1
-42,34,-1429,-56,-66,631,1
-42,34,-1429,-120,8,-581,1
-11,46,-1409,-120,8,-581,1
-11,46,-1409,372,-64,577,1
-4,-54,-36,372,-64,577,1
16,68,-1397,372,-64,577,1
16,68,-1397,-64,-19,622,1
-31,-52,-20,-64,-19,622,1
-31,-52,-20,-237,2130,546,1
-15,53,-1415,-237,2130,546,1
-15,53,-1415,-100,-5093,577,1
-43,0,47,-100,-5093,577,1
-43,0,47,-224,2168,2716,1
-40,28,-1434,-224,2168,2716,1
-40,28,-1434,-102,-19,-808,1
-23,38,-1422,-102,-19,-808,1
-23,38,-1422,-169,-75,537,1
-36,-64,1,-169,-75,537,1
26,65,-1422,-169,-75,537,1
26,65,-1422,-118,-4764,-1021,1
-15,-28,17,-118,-4764,-1021,1
-15,-28,17,-84,-52,2466,1
-22,84,-1436,-84,-52,2466,1
-22,84,-1436,-4792,-6571,-1585,1
-20,53,-1412,-4792,-6571,-1585,1
-20,53,-1412,-62,1882,2578,1
-36,-30,4,-62,1882,2578,1
-36,-30,4,-4003,-6001,-1031,1
15,67,-1454,-4003,-6001,-1031,1
15,67,-1454,-86,-97,2572,1
-7,-28,-28,-86,-97,2572,1
5,69,-1432,-86,-97,2572,1
5,69,-1432,-4499,-78,-1042,1
-38,17,56,-4499,-78,-1042,1
-38,17,56,388,-54,2788,1
-53,32,-1470,388,-54,2788,1
-53,32,-1470,-105,-37,647,1
16,77,-1425,-105,-37,647,1
16,77,-1425,-30,-1430,1193,1
-14,-31,-29,-30,-1430,1193,1
-14,-31,-29,378,-5860,652,1
-7,81,-1404,378,-5860,652,1
-35,63,-1411,378,-5860,652,1
-35,63,-1411,-916,-31,-1008,1
-38,40,-1462,-916,-31,-1008,1
-38,40,-1462,298,-84,-50,1
9,54,-1432,298,-84,-50,1
9,54,-1432,35,-91,-90,1
-28,-31,15,35,-91,-90,1
-28,-31,15,1092,-62,607,1
12,56,-1410,1092,-62,607,1
12,56,-1410,566,-4563,-97,1
-29,-14,55,566,-4563,-97,1
-24,50,-1417,566,-4563,-97,1
-24,50,-1417,-29,-100,732,1
-21,54,-1426,-29,-100,732,1
-21,54,-1426,607,-88,-574,1
-39,-12,39,607,-88,-574,1
-39,-12,39,837,-910,1265,1
14,70,-1407,837,-910,1265,1
14,70,-1407,-57,-5057,-507,1
-30,4,-1444,-57,-5057,-507,1
-30,4,-1444,77,-110,576,1
-46,27,-1453,77,-110,576,1
33,95,-1425,77,-110,576,1
33,95,-1425,-60,-4318,-1065,1
-7,-35,-1,-60,-4318,-1065,1
-7,-35,-1,365,2143,2474,1
9,94,-1419,365,2143,2474,1
9,94,-1419,-4564,-4211,642,1
-26,7,-1460,-4564,-4211,642,1
-26,7,-1460,-53,2137,603,1
-8,58,-1423,-53,2137,603,1
-8,58,-1423,-4841,-3807,555,1
0,63,-1400,-4841,-3807,555,1
0,63,-1400,385,-100,572,1
-15,-30,7,385,-100,572,1
34,80,-1417,385,-100,572,1
34,80,-1417,-17,-28,635,1
-25,-7,40,-17,-28,635,1
-25,-7,40,-65,1653,2465,1
-43,42,-1444,-65,1653,2465,1
-43,42,-1444,-1715,-6326,-593,1
-18,58,-1409,-1715,-6326,-593,1
-18,58,-1409,1060,-69,663,1
-18,-43,7,1060,-69,663,1
-18,-43,7,-686,-52,-8,1
37,82,-1401,-686,-52,-8,1
37,82,-1401,-60,-61,1252,1
-22,-4,46,-60,-61,1252,1
-29,54,-1416,-60,-61,1252,1
-29,54,-1416,532,-57,568,1
-6,77,-1399,532,-57,568,1
-6,77,-1399,-136,-13,-330,1
-15,-21,22,-136,-13,-330,1
-15,-21,22,831,-934,1535,1
10,103,-1394,831,-934,1535,1
10,103,-1394,-13,-93,-1055,1
-32,-5,31,-13,-93,-1055,1
-32,-5,31,1113,-682,1550,1
-22,63,-1416,1113,-682,1550,1
-22,63,-1416,-960,-93,558,1
-32,71,-1434,-960,-93,558,1
-22,9,52,-960,-93,558,1
-22,9,52,896,-76,2505,1
24,82,-1418,896,-76,2505,1
24,82,-1418,-122,17,571,1
-21,46,-1419,-122,17,571,1
-21,46,-1419,359,-57,620,1
