60,24,-1158,44,1793,-2446,0
46,33,-1132,44,1793,-2446,0
46,33,-1132,-6,-686,-2427,0
53,36,-1147,-6,-686,-2427,0
53,36,-1147,-16,-676,-2394,0
65,16,-1167,-16,-676,-2394,0
55,9,-1157,-16,-676,-2394,0
55,9,-1157,27,1835,-2417,0
67,21,-1151,27,1835,-2417,0
67,21,-1151,-3234,-583,-2484,0
69,34,-1170,-3234,-583,-2484,0
69,34,-1170,-3235,-602,-2452,0
56,26,-1143,-3235,-602,-2452,0
56,26,-1143,-3226,-615,-2494,0
56,22,-1159,-3226,-615,-2494,0
56,22,-1159,-3236,1725,-2481,0
55,20,-1155,-3236,1725,-2481,0
56,14,-1149,-3236,1725,-2481,0
56,14,-1149,-3256,1776,-2477,0
45,26,-1164,-3256,1776,-2477,0
45,26,-1164,-3252,1775,-2490,0
52,22,-1165,-3252,1775,-2490,0
52,22,-1165,-3259,1759,-2468,0
63,27,-1161,-3259,1759,-2468,0
63,27,-1161,-3259,1768,-2475,0
70,20,-1170,-3259,1768,-2475,0
71,6,-1178,-3259,1768,-2475,0
71,6,-1178,-3271,1771,47,0
69,24,-1177,-3271,1771,47,0
69,24,-1177,-3239,1772,-2482,0
52,6,-1143,-3239,1772,-2482,0
52,6,-1143,-3243,1771,-2500,0
60,5,-1149,-3243,1771,-2500,0
60,5,-1149,-3249,1764,-2482,0
45,30,-1151,-3249,1764,-2482,0
45,30,-1151,-3256,1758,-2471,0
55,20,-1150,-3256,1758,-2471,0
55,20,-1150,-3254,1774,-2482,0
49,26,-1144,-3254,1774,-2482,0
55,15,-1150,-3254,1774,-2482,0
55,15,-1150,-3261,1759,-2498,0
55,13,-1167,-3261,1759,-2498,0
55,13,-1167,-3256,1746,-2442,0
58,12,-1172,-3256,1746,-2442,0
58,12,-1172,-3242,1748,-2486,0
49,21,-1175,-3242,1748,-2486,0
49,21,-1175,-3246,1768,-2477,0
40,-2,-1148,-3246,1768,-2477,0
40,-2,-1148,-3247,1727,-2459,0
50,18,-1175,-3247,1727,-2459,0
60,14,-1142,-3247,1727,-2459,0
60,14,-1142,-3237,1744,-2480,0
70,6,-1155,-3237,1744,-2480,0
70,6,-1155,-3245,1768,-2464,0
73,8,-1160,-3245,1768,-2464,0
73,8,-1160,-3250,1756,-2477,0
52,21,-1153,-3250,1756,-2477,0
52,21,-1153,-3242,1768,-2493,0
53,11,-1158,-3242,1768,-2493,0
53,11,-1158,-3240,1753,-2501,0
57,27,-1176,-3240,1753,-2501,0
57,27,-1176,-3246,1740,-2495,0
53,31,-1159,-3246,1740,-2495,0
67,17,-1159,-3246,1740,-2495,0
67,17,-1159,-3248,1751,-2469,0
56,35,-1159,-3248,1751,-2469,0
56,35,-1159,-3245,1744,-2444,0
45,40,-1177,-3245,1744,-2444,0
45,40,-1177,-3236,1759,-2451,0
42,4,-1176,-3236,1759,-2451,0
42,4,-1176,-3259,1756,-2472,0
57,18,-1139,-3259,1756,-2472,0
57,18,-1139,-3242,1749,-2466,0
60,2,-1149,-3242,1749,-2466,0
72,13,-1149,-3242,1749,-2466,0
72,13,-1149,-3245,1767,-2466,0
67,7,-1176,-3245,1767,-2466,0
67,7,-1176,-3253,1755,-2465,0
77,3,-1178,-3253,1755,-2465,0
77,3,-1178,-3255,1768,-2470,0
77,3,-1178,-3257,1756,-2460,0
64,14,-1166,-3242,-587,-2474,0
64,14,-1166,-3222,-597,-2498,0
73,30,-1136,-3222,-597,-2498,0
73,30,-1136,-3246,-617,-2497,0
60,17,-1153,-3246,-617,-2497,0
