,45.x,45.y,45.z,47.x,47.y,47.z,49.x,49.y,49.z
,-2.0,-68.0,-1473.0,361.0,523.5,-1434.0,268.0,-207.0,-29.0
,27.0,-112.0,-1457.0,-100.0,-9.0,-1480.0,289.0,-182.0,-992.0
