30,28,-1408,-2716,-27,883,0
54,35,-1230,-1647,22,24,3
-23,1202,-3009,-1608,27,13,1
31,17,-3265,-1614,15,15,1
31,39,-1424,-3011,1395,-1833,0
942,1705,-1255,-1617,832,827,3
915,1688,-35,-1616,849,831,3
76,892,-1404,-13,918,855,4
2,51,-1415,-65,1968,846,0
22,64,-1462,-1615,834,826,3
1703,637,-3525,-40,49,12,1
79,30,-1208,-14,828,-80,4
78,61,-1236,1,865,-49,4
1711,4,-3461,-51,23,-73,1
1715,-39,-110,-49,26,-55,1
36,28,5,-1376,1678,41,2
65,65,4,-14,865,16,4
6,7,-62,-2895,1927,922,0
17,4,-38,-2984,1437,-2040,0
41,15,-41,-1180,1453,-13,2
34,11,-11,-1152,-9,19,2
10,20,-59,31,1958,-2109,0
61,14,-31,-67,-10,933,2
913,1676,-1408,-1621,43,9,3
54,20,-1220,-18,-30,-2802,0
735,44,-59,-2485,-51,-2086,0
1708,433,-3500,-47,49,41,1
640,2179,-1234,-1612,847,835,3
1742,682,-72,-38,43,-33,1
25,20,-3574,-48,26,-37,1
689,46,-19,-66,47,-8,3
31,42,-14,-1183,-21,858,2
42,53,-1148,-58,829,-12,3
24,63,-3548,-35,8,-33,1
25,879,-71,11,890,4,4
-5,844,-62,-1164,39,912,2
29,867,-20,21,889,-59,4
11,913,-28,31,919,-38,4
-25,933,-78,-1459,924,-31,4
692,-27,-49,8,901,-19,3
-32,837,-111,-42,2164,-2266,0
50,9,-19,-31,876,836,3
728,49,-72,-2711,1444,888,0
10,55,-36,-1134,1631,831,2
26,55,-47,-1126,1642,827,2
24,46,-38,-1121,1630,826,2
14,899,-82,-3,882,-38,4
24,949,-92,31,939,864,4
16,851,-79,46,4,2,2
-18,62,-83,-14,828,36,1
