123,1744,1164,-1614,-1,836,4
95,73,41,38,909,887,5
75,-7,-27,-587,34,914,3
71,1720,1165,-1605,62,831,4
877,47,-30,34,920,816,5
74,1258,-803,-1594,72,16,2
40,13,1175,75,2795,-246,1
107,38,-807,-1597,97,825,2
83,894,1147,23,952,19,5
1756,58,1188,-1594,74,35,2
60,57,1208,-1141,73,910,3
146,1969,985,-1595,71,882,4
887,76,1185,3,935,10,5
49,56,1112,-1447,11,824,1
70,24,1118,-1696,2742,32,1
68,22,1109,-1608,73,-47,1
95,10,1201,40,1262,520,3
-9,1497,1191,-1615,81,862,4
75,105,1124,-1605,54,-3,2
886,73,1202,22,930,826,5
69,21,1134,-1592,62,-11,2
1941,1771,1206,-1603,88,849,2
11,70,20,-1609,94,831,4
90,738,-19,-839,1246,848,3
655,21,1158,-1637,103,196,4
883,733,1144,20,35,-234,1
903,717,-40,-1150,1135,865,3
876,737,1112,-2201,9,927,1
92,-5,5,-1107,1244,885,3
899,72,1177,6,905,866,5
915,50,1130,-31,896,833,5
1191,1010,1133,-9,907,882,2
50,50,1206,20,2534,818,1
56,19,-61,-1896,2730,-68,1
883,53,1158,-2,911,26,5
905,1401,261,-1602,880,853,4
