-767,1893,19,109,320,18,4
2029,1681,-77,-6,-31,621,2
2818,-106,-78,21,-30,648,2
-702,-58,-1139,131,346,680,3
-689,-80,-68,90,-625,707,3
-701,638,38,50,-2679,622,1
-688,-88,-1156,46,-528,524,3
-705,651,33,87,-2905,626,1
-751,881,-1151,12,-112,733,5
-718,-69,-69,125,297,495,3
-685,-64,-1156,49,285,506,3
-678,-110,-1158,87,-557,520,3
-748,1928,-430,112,320,713,4
-701,-5,-1182,66,259,687,5
-691,652,25,59,371,711,1
-71,-104,-1,38,-25,-5,5
-777,1931,0,118,290,703,4
-707,-58,-3250,52,-13,-180,2
1500,-74,-21,74,-11,697,2
-659,-20,-3957,24,-32,-174,2
-736,-82,-1185,8386,-8522,681,1
-712,9,-1135,54,-38,628,5
11,813,0,-7,-33,41,5
-679,-195,-14,102,301,647,2
-711,-421,9,58,292,-200,2
-709,14,-70,13,-36,4,5
-702,638,-72,127,-627,621,3
-666,-37,-3240,93,335,625,2
-672,635,-1127,-822,-574,337,3
-576,-56,-652,107,334,631,4
-780,-21,-63,92,310,698,4
-744,830,-1121,31,-59,695,5
-715,-84,17,9740,377,-3796,1
-702,-110,21,9740,-4163,643,1
-707,795,-59,72,2,2,5
-676,-50,-1147,94,-814,626,3
-753,855,-1127,85,268,84,5
-660,-70,-1221,-478,279,760,3
715,-24,-26,79,-7,695,2
-695,620,3,9740,-8562,-2020,1
-699,626,-10,8421,281,-3,1
-693,626,-19,8949,281,713,1
-706,-66,-945,113,292,680,4
-98,1647,-942,121,326,682,4
-739,-900,9,123,363,736,2
-718,1835,-650,123,321,730,4
-685,619,21,9740,291,635,1
-665,-10,-58,99,322,692,4
-751,820,-33,26,-34,722,5
-561,1822,-597,115,289,687,4
