683,-41,-1449,1602,855,-52,928,1263,1
43,-130,-1422,1429,-8,-20,623,623,2
690,-98,46,698,804,-22,628,1020,1
28,-93,-1411,1414,-31,-40,176,183,2
47,-187,-1,193,-26,-104,-32,112,5
681,-54,70,687,-2171,-1437,636,2680,4
39,-1962,-2197,2946,-1428,-67,525,1523,6
32,-159,-1430,1439,-30,-52,218,226,2
19,-1969,45,1970,-1446,-31,622,1574,6
-40,-55,-14,69,-1507,-66,-29,1509,0
52,-179,-1597,1608,-24,-82,3,85,5
683,-57,50,687,-91,-40,-532,541,4
60,-195,-14,205,-30,-83,-13,89,5
21,-109,-1427,1431,-34,-10,180,183,2
696,-69,27,700,-1214,-953,617,1662,4
-90,-4575,-52,4576,-1475,-57,645,1611,3
697,-71,29,701,-32,15,1187,1188,1
70,-194,-49,212,-29,-66,587,591,5
690,-42,31,692,-120,-95,495,518,1
-18,-59,13,63,-1504,-52,527,1595,0
669,-59,33,672,-24,-82,474,482,1
29,-179,-1604,1614,-20,-111,-37,119,5
-12,-59,20,63,-1513,-59,-3,1514,0
-10,-30,-14,35,-1523,-38,520,1610,0
46,-199,-1615,1628,-28,-73,522,528,5
-16,-45,-15,50,-1517,-49,5,1518,0
-16,-41,-9,45,-1527,-29,1,1527,0
-24,-17,18,34,-3,-38,0,38,0
682,-42,47,685,-2690,-1445,-1341,3335,4
39,-96,-2219,2221,-1491,-35,631,1619,3
-1,-100,-1416,1420,-16,-33,155,159,2
9,11,-5,15,-1207,-10,545,1324,5
675,-97,30,683,838,336,597,1082,1
-21,-62,25,70,-1511,-70,-24,1513,0
45,-680,-2742,2825,-1455,-48,579,1567,6
8,-15,9,19,-9,-20,-46,51,0
5049,-51,48,5049,-1461,-19,626,1590,6
33,70,-47,91,-1501,5,599,1616,6
-13,-39,37,55,1,-45,-49,67,0
-37,-25,30,54,-1488,-1,572,1594,6
1467,-105,-43,1471,-1509,-42,586,1619,3
5,-136,-1452,1458,-7,-4,139,139,2
35,-6557,-27,6557,-1505,-52,618,1628,3
694,-72,-1443,1603,-2981,-7,-806,3088,4
27,-53,-1375,1376,-1259,-59,599,1395,2
683,-65,34,687,1333,-67,568,1451,1
46,-191,-25,198,-31,-70,-9,77,5
1854,-967,-1076,2352,-1466,-41,598,1584,6
-5,-96,-1458,1461,-12,-11,639,639,2
659,-85,-2,664,1120,-102,911,1447,1
700,-42,68,705,-2951,-1496,592,3361,4
58,-73,-1395,1398,-11,-31,175,178,2
709,-38,26,710,-67,-40,-866,870,4
601,-153,25,621,-65,-79,573,582,5
21,-445,-1452,1519,-1455,-15,640,1590,6
0,-87,-1439,1442,-53,-7,643,645,2
56,-109,36,128,-51,-118,-21,130,5
385,14,2,385,-1505,-23,628,1631,3
692,-29,-1,693,-85,-95,586,600,4
675,-35,41,677,1143,-24,619,1300,1
-82,-5350,19,5351,-1488,-38,143,1495,3
690,-46,-8,692,-2510,-26,568,2574,4
-622,-6010,-2462,6524,-1519,-18,602,1634,3
681,-48,-4,683,1583,-107,486,1659,1
-683,-87,-3142,3217,-1495,-26,629,1622,3
2,-10,32,34,-1487,-24,147,1494,3
-14,-903,-2463,2623,-1454,-10,600,1573,6
687,-46,57,691,-3459,-88,533,3501,4
52,64,29,87,-1487,-14,589,1599,6
-352,-5783,-12,5794,-1515,-34,641,1645,3
