-83.0,-26.0,-30.0,2762
-83.0,-26.0,-30.0,2785
-83.0,-26.0,-30.0,2786
-83.0,-26.0,-30.0,3011
-83.0,-26.0,-30.0,3012
-83.0,-26.0,-30.0,3014
-83.0,-26.0,-30.0,3015
-83.0,-26.0,-30.0,3016
-83.0,-26.0,-30.0,3017
-83.0,-26.0,-30.0,3260
-83.0,-26.0,-30.0,3261
-83.0,-26.0,-30.0,3263
-83.0,-26.0,-30.0,3264
-83.0,-26.0,-30.0,3265
-83.0,-26.0,-30.0,3509
-83.0,-26.0,-30.0,3511
-83.0,-26.0,-30.0,3512
-83.0,-26.0,-30.0,3513
-83.0,-26.0,-30.0,3513
-83.0,-26.0,-30.0,3514
-83.0,-26.0,-30.0,3759
-83.0,-26.0,-30.0,3760
-83.0,-26.0,-30.0,3761
-83.0,-26.0,-30.0,3762
-83.0,-26.0,-30.0,3763
-70.0,-28.0,-22.0,4014
-70.0,-28.0,-22.0,4015
-70.0,-28.0,-22.0,4016
-70.0,-28.0,-22.0,4017
-70.0,-28.0,-22.0,4259
-70.0,-28.0,-22.0,4260
-70.0,-28.0,-22.0,4261
-70.0,-28.0,-22.0,4262
-70.0,-28.0,-22.0,4263
-70.0,-28.0,-22.0,4514
-70.0,-28.0,-22.0,4515
-70.0,-28.0,-22.0,4516
-70.0,-28.0,-22.0,4517
-70.0,-28.0,-22.0,4518
-70.0,-28.0,-22.0,4519
-70.0,-28.0,-22.0,4761
-70.0,-28.0,-22.0,4763
-70.0,-28.0,-22.0,4764
-70.0,-28.0,-22.0,4765
-70.0,-28.0,-22.0,4766
-70.0,-28.0,-22.0,5013
-70.0,-28.0,-22.0,5014
-70.0,-28.0,-22.0,5015
-70.0,-28.0,-22.0,5016
-89.0,-30.0,-2.0,5017
-89.0,-30.0,-2.0,5017
-89.0,-30.0,-2.0,5268
-89.0,-30.0,-2.0,5270
-89.0,-30.0,-2.0,5270
-89.0,-30.0,-2.0,5271
-89.0,-30.0,-2.0,5273
-89.0,-30.0,-2.0,5274
-89.0,-30.0,-2.0,5511
-89.0,-30.0,-2.0,5513
-89.0,-30.0,-2.0,5515
-89.0,-30.0,-2.0,5516
-89.0,-30.0,-2.0,5517
-89.0,-30.0,-2.0,5760
-89.0,-30.0,-2.0,5764
-89.0,-30.0,-2.0,5766
-89.0,-30.0,-2.0,5768
-89.0,-30.0,-2.0,5769
-89.0,-30.0,-2.0,6010
-89.0,-30.0,-2.0,6013
-89.0,-30.0,-2.0,6016
-89.0,-30.0,-2.0,6017
-89.0,-30.0,-2.0,6017
-89.0,-30.0,-2.0,6018
-89.0,-30.0,-2.0,6257
-89.0,-30.0,-2.0,6259
-73.0,-28.0,-11.0,6262
-73.0,-28.0,-11.0,6263
-73.0,-28.0,-11.0,6264
-73.0,-28.0,-11.0,6508
-73.0,-28.0,-11.0,6509
-73.0,-28.0,-11.0,6512
-73.0,-28.0,-11.0,6514
-73.0,-28.0,-11.0,6515
-73.0,-28.0,-11.0,6760
-73.0,-28.0,-11.0,6761
-73.0,-28.0,-11.0,6765
-73.0,-28.0,-11.0,6766
-73.0,-28.0,-11.0,6767
-73.0,-28.0,-11.0,6768
-73.0,-28.0,-11.0,7007
-73.0,-28.0,-11.0,7008
-73.0,-28.0,-11.0,7009
-73.0,-28.0,-11.0,7011
-73.0,-28.0,-11.0,7013
-73.0,-28.0,-11.0,7257
-73.0,-28.0,-11.0,7258
-73.0,-28.0,-11.0,7263
-73.0,-28.0,-11.0,7265
-73.0,-28.0,-11.0,7267
-73.0,-28.0,-11.0,7267
-73.0,-28.0,-11.0,7506
-82.0,-33.0,-12.0,7507
-82.0,-33.0,-12.0,7508
-82.0,-33.0,-12.0,7509
-82.0,-33.0,-12.0,7510
-82.0,-33.0,-12.0,7511
-82.0,-33.0,-12.0,7756
-82.0,-33.0,-12.0,7756
-82.0,-33.0,-12.0,7757
-82.0,-33.0,-12.0,7757
-82.0,-33.0,-12.0,7758
-82.0,-33.0,-12.0,8007
-82.0,-33.0,-12.0,8008
-82.0,-33.0,-12.0,8008
-82.0,-33.0,-12.0,8011
-82.0,-33.0,-12.0,8012
-82.0,-33.0,-12.0,8259
-82.0,-33.0,-12.0,8262
-82.0,-33.0,-12.0,8263
-82.0,-33.0,-12.0,8265
-82.0,-33.0,-12.0,8266
-82.0,-33.0,-12.0,8266
-82.0,-33.0,-12.0,8507
-82.0,-33.0,-12.0,8508
-82.0,-33.0,-12.0,8509
-82.0,-33.0,-12.0,8511
-91.0,-22.0,-252.0,8513
-91.0,-22.0,-252.0,8515
-91.0,-22.0,-252.0,8756
-91.0,-22.0,-252.0,8757
-91.0,-22.0,-252.0,8757
-91.0,-22.0,-252.0,8758
-91.0,-22.0,-252.0,9006
-91.0,-22.0,-252.0,9007
-91.0,-22.0,-252.0,9008
-91.0,-22.0,-252.0,9009
-91.0,-22.0,-252.0,9009
-91.0,-22.0,-252.0,9257
-91.0,-22.0,-252.0,9258
-91.0,-22.0,-252.0,9259
-91.0,-22.0,-252.0,9262
-91.0,-22.0,-252.0,9264
-91.0,-22.0,-252.0,9265
-91.0,-22.0,-252.0,9507
-91.0,-22.0,-252.0,9507
-91.0,-22.0,-252.0,9508
-91.0,-22.0,-252.0,9511
-91.0,-22.0,-252.0,9512
-91.0,-22.0,-252.0,9757
-91.0,-22.0,-252.0,9757
-91.0,-22.0,-252.0,9758
-72.0,-21.0,-6.0,9759
-72.0,-21.0,-6.0,9761
-72.0,-21.0,-6.0,9764
-72.0,-21.0,-6.0,10006
-72.0,-21.0,-6.0,10007
-72.0,-21.0,-6.0,10008
-72.0,-21.0,-6.0,10008
-72.0,-21.0,-6.0,10010
-72.0,-21.0,-6.0,10257
-72.0,-21.0,-6.0,10257
-72.0,-21.0,-6.0,10258
-72.0,-21.0,-6.0,10259
-72.0,-21.0,-6.0,10261
-72.0,-21.0,-6.0,10263
-72.0,-21.0,-6.0,10506
