-117.0,-14.0,-124.0,2777
-117.0,-14.0,-124.0,2808
-117.0,-14.0,-124.0,3014
-117.0,-14.0,-124.0,3017
-117.0,-14.0,-124.0,3018
-117.0,-14.0,-124.0,3019
-117.0,-14.0,-124.0,3021
-117.0,-14.0,-124.0,3022
-117.0,-14.0,-124.0,3263
-117.0,-14.0,-124.0,3264
-117.0,-14.0,-124.0,3266
-117.0,-14.0,-124.0,3267
-117.0,-14.0,-124.0,3268
-117.0,-14.0,-124.0,3515
-117.0,-14.0,-124.0,3516
-117.0,-14.0,-124.0,3518
-117.0,-14.0,-124.0,3519
-117.0,-14.0,-124.0,3520
-117.0,-14.0,-124.0,3767
-117.0,-14.0,-124.0,3768
-117.0,-14.0,-124.0,3769
-117.0,-14.0,-124.0,3770
-117.0,-14.0,-124.0,3772
-117.0,-14.0,-124.0,3774
-117.0,-14.0,-124.0,4013
-117.0,-14.0,-124.0,4016
-118.0,-22.0,-101.0,4017
-118.0,-22.0,-101.0,4019
-118.0,-22.0,-101.0,4262
-118.0,-22.0,-101.0,4263
-118.0,-22.0,-101.0,4263
-118.0,-22.0,-101.0,4264
-118.0,-22.0,-101.0,4266
-118.0,-22.0,-101.0,4267
-118.0,-22.0,-101.0,4512
-118.0,-22.0,-101.0,4512
-118.0,-22.0,-101.0,4516
-118.0,-22.0,-101.0,4516
-118.0,-22.0,-101.0,4517
-118.0,-22.0,-101.0,4518
-118.0,-22.0,-101.0,4762
-118.0,-22.0,-101.0,4766
-118.0,-22.0,-101.0,4766
-118.0,-22.0,-101.0,4767
-118.0,-22.0,-101.0,4768
-118.0,-22.0,-101.0,5013
-118.0,-22.0,-101.0,5017
-118.0,-22.0,-101.0,5019
-118.0,-22.0,-101.0,5020
-118.0,-22.0,-101.0,5020
-113.0,-247.0,-137.0,5263
-113.0,-247.0,-137.0,5265
-113.0,-247.0,-137.0,5266
-113.0,-247.0,-137.0,5267
-113.0,-247.0,-137.0,5268
-113.0,-247.0,-137.0,5269
-113.0,-247.0,-137.0,5514
-113.0,-247.0,-137.0,5516
-113.0,-247.0,-137.0,5516
-113.0,-247.0,-137.0,5517
-113.0,-247.0,-137.0,5518
-113.0,-247.0,-137.0,5763
-113.0,-247.0,-137.0,5763
-113.0,-247.0,-137.0,5765
-113.0,-247.0,-137.0,5769
-113.0,-247.0,-137.0,5770
-113.0,-247.0,-137.0,5770
-113.0,-247.0,-137.0,6013
-113.0,-247.0,-137.0,6014
-113.0,-247.0,-137.0,6015
-113.0,-247.0,-137.0,6016
-113.0,-247.0,-137.0,6019
-113.0,-247.0,-137.0,6020
-113.0,-247.0,-137.0,6262
-113.0,-247.0,-137.0,6263
-113.0,-247.0,-137.0,6264
-113.0,-247.0,-137.0,6265
-111.0,-13.0,-101.0,6512
-111.0,-13.0,-101.0,6512
-111.0,-13.0,-101.0,6513
-111.0,-13.0,-101.0,6514
-111.0,-13.0,-101.0,6515
-111.0,-13.0,-101.0,6516
-111.0,-13.0,-101.0,6762
-111.0,-13.0,-101.0,6762
-111.0,-13.0,-101.0,6763
-111.0,-13.0,-101.0,6764
-111.0,-13.0,-101.0,6764
-111.0,-13.0,-101.0,7012
-111.0,-13.0,-101.0,7013
-111.0,-13.0,-101.0,7014
-111.0,-13.0,-101.0,7015
-111.0,-13.0,-101.0,7015
-111.0,-13.0,-101.0,7018
-111.0,-13.0,-101.0,7260
-111.0,-13.0,-101.0,7260
-111.0,-13.0,-101.0,7261
-111.0,-13.0,-101.0,7262
-111.0,-13.0,-101.0,7262
-111.0,-13.0,-101.0,7263
-111.0,-13.0,-101.0,7510
-111.0,-13.0,-101.0,7510
-114.0,-23.0,-109.0,7511
-114.0,-23.0,-109.0,7511
-114.0,-23.0,-109.0,7512
-114.0,-23.0,-109.0,7760
-114.0,-23.0,-109.0,7761
-114.0,-23.0,-109.0,7761
-114.0,-23.0,-109.0,7762
-114.0,-23.0,-109.0,7763
-114.0,-23.0,-109.0,7763
-114.0,-23.0,-109.0,8011
-114.0,-23.0,-109.0,8011
-114.0,-23.0,-109.0,8012
-114.0,-23.0,-109.0,8013
-114.0,-23.0,-109.0,8014
-114.0,-23.0,-109.0,8261
-114.0,-23.0,-109.0,8262
-114.0,-23.0,-109.0,8262
-114.0,-23.0,-109.0,8263
-114.0,-23.0,-109.0,8264
-114.0,-23.0,-109.0,8265
-114.0,-23.0,-109.0,8521
-114.0,-23.0,-109.0,8522
-114.0,-23.0,-109.0,8523
-114.0,-23.0,-109.0,8525
-114.0,-23.0,-109.0,8526
-114.0,-23.0,-109.0,8527
-100.0,-13.0,-90.0,8760
